sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-4.2024;-2.0871;5.0913;-4.2635;-0.7761;8.7972;-2.5366;-1.7367;1.2692;0.1052;-0.9539;3.2903;1618.0;-4.0;-12.8;-40.0;126.67;4.54;25.86;2.0;55.164;19.51904;-96.91555;4319.35;1.8;12.903226;19 / 20;88.5;54.0;3.783;503063;2014-11-08 14:02:42:860
-2.1662;-1.5664;8.5688;-2.9243;1.5673;9.2283;1.3381;-1.7068;2.9749;-0.4663;0.7486;-0.3254;1463.0;-19.6;-3.9;-38.3;92.19;-18.75;16.34;2.0;52.887;19.51904;-96.91555;4319.35;1.8;12.903226;19 / 19;88.5;54.0;3.783;503563;2014-11-08 14:02:43:360
-3.9409;-1.1271;7.9057;-3.6044;-1.5136;8.9938;-1.0607;0.0046;0.2898;0.7172;0.1262;-0.8394;1595.0;-12.0;-7.3;-41.3;114.63;8.88;21.84;2.0;51.838;19.51904;-96.91555;4319.35;1.8;12.903226;19 / 19;88.5;54.0;3.783;504063;2014-11-08 14:02:43:860
-3.6009;-1.4132;11.1043;-3.4065;-1.312;9.1019;1.4947;0.8661;0.4486;-0.7145;-0.0133;0.9457;1602.0;-13.8;-2.9;-40.5;105.12;7.69;20.52;2.0;53.338;19.51904;-96.91555;4319.35;1.8;12.903226;19 / 19;88.5;54.0;3.783;504563;2014-11-08 14:02:44:360
-6.6301;-0.3921;7.346;-3.2812;1.4686;9.124;-2.5043;-2.6944;-2.844;1.546;0.2008;0.3907;1524.0;-17.3;3.4;-40.1;85.24;1.12;17.6;2.0;52.052;19.51904;-96.91555;4319.35;1.8;12.903226;19 / 19;88.5;54.0;3.783;505063;2014-11-08 14:02:44:860
-4.0169;-0.0958;9.0273;-3.9048;-0.1609;8.9943;0.0136;0.037;1.1422;-0.0764;0.2386;-0.5372;1470.0;-14.7;11.7;-40.6;69.12;0.94;23.47;2.0;51.989;19.51904;-96.91555;4319.35;1.8;12.903226;19 / 19;88.5;54.0;3.783;505563;2014-11-08 14:02:45:360
-4.5101;-0.8924;8.4114;-4.2088;0.0751;8.8572;0.1094;-1.1315;-0.614;0.323;0.0455;0.2527;1474.0;-12.8;13.1;-39.4;70.3;4.74;25.58;2.0;51.888;19.51904;-96.91555;4319.35;1.8;12.903226;19 / 19;88.5;54.0;3.783;506063;2014-11-08 14:02:45:860
-4.3922;-0.0922;9.6139;-4.3338;-1.6913;8.633;0.1481;1.5237;1.1084;-0.298;0.0245;-0.591;1517.0;-13.5;13.6;-40.2;73.73;9.93;26.66;2.0;52.763;19.519035;-96.91556;4322.58;0.0;12.903226;19 / 19;88.5;54.0;3.783;506563;2014-11-08 14:02:46:360
-4.0863;-1.4174;8.6437;-3.8677;-0.6943;8.985;0.1435;-0.8368;-0.9626;0.5947;-0.0975;0.0911;1505.0;-14.9;12.4;-38.8;71.14;8.25;24.46;2.0;56.832;19.519035;-96.91556;4322.58;0.0;12.903226;19 / 19;88.5;54.0;3.783;507063;2014-11-08 14:02:46:860
-3.9325;-0.926;8.5449;-3.4199;-1.3881;9.0856;-0.4019;0.4585;-0.5814;-0.1196;-0.0423;-0.2988;1462.0;-18.2;10.1;-39.2;79.57;8.14;20.63;2.0;53.74;19.519035;-96.91556;4322.58;0.0;12.903226;19 / 19;88.5;54.0;3.783;507564;2014-11-08 14:02:47:361
-3.1214;-1.1247;8.907;-3.3703;-1.5974;9.0697;0.2488;0.4727;-0.1627;-0.2783;-0.0666;0.6165;1463.0;-17.8;9.4;-38.4;82.42;9.55;20.47;2.0;57.957;19.519035;-96.91556;4322.58;0.0;12.903226;19 / 19;88.5;54.0;3.783;508064;2014-11-08 14:02:47:861
-3.79;-1.898;8.3803;-3.6629;-1.0461;9.0366;-0.1271;-0.8519;-0.6563;0.0929;0.0362;0.4109;1162.0;-14.0;18.1;-36.4;60.65;6.12;22.06;2.0;56.539;19.519035;-96.91556;4322.58;0.0;12.903226;19 / 19;88.5;54.0;3.783;508564;2014-11-08 14:02:48:361
-4.871;-0.8583;8.6688;-4.5023;-1.716;8.5414;-0.3687;0.8577;0.1274;-0.2288;0.1148;0.5049;1143.0;-7.9;24.6;-34.3;48.9;10.08;27.79;2.0;53.349;19.519035;-96.91556;4322.58;0.0;12.903226;19 / 19;88.5;54.0;3.783;509065;2014-11-08 14:02:48:862
-4.8746;-1.3012;8.0373;-4.6891;-0.8972;8.5661;-0.1855;-0.4041;-0.5288;-0.086;0.0996;0.1348;1088.0;-4.5;26.1;-32.7;39.11;5.14;28.1;2.0;58.385;19.519028;-96.91556;4325.81;0.0;9.677419;19 / 19;88.5;54.0;3.783;509566;2014-11-08 14:02:49:363
-4.5568;-1.2222;8.0822;-4.6615;-2.0655;8.377;0.1048;0.8433;-0.2948;0.2495;-0.082;-0.8432;1091.0;-6.9;27.8;-31.5;41.74;10.27;30.38;2.0;56.121;19.519028;-96.91556;4325.81;0.0;9.677419;19 / 19;88.5;54.0;3.783;510066;2014-11-08 14:02:49:863
-2.9491;-2.9898;8.8184;-3.5349;-3.0097;8.6381;0.5859;0.0199;0.1804;0.0232;0.057;-0.449;1151.0;-14.5;23.2;-33.1;59.07;15.55;23.25;2.0;52.128;19.519028;-96.91556;4325.81;0.0;9.677419;19 / 20;88.5;54.0;3.783;510566;2014-11-08 14:02:50:363
-2.7306;-3.5895;8.4737;-3.018;-3.7256;8.5546;0.2874;0.1361;-0.081;-0.1819;0.0913;-0.2458;1188.0;-21.3;21.5;-33.1;70.04;22.33;19.43;2.0;52.015;19.519028;-96.91556;4325.81;0.0;9.677419;19 / 20;88.5;54.0;3.783;511066;2014-11-08 14:02:50:863
-2.9;-3.9061;8.3665;-3.0333;-4.1154;8.3686;0.1333;0.2093;-0.002;0.1483;0.0663;-0.0368;1206.0;-19.2;21.1;-32.3;72.35;24.81;19.92;2.0;56.824;19.519028;-96.91556;4325.81;0.0;9.677419;19 / 20;88.5;54.0;3.783;511566;2014-11-08 14:02:51:363
-3.0179;-3.6506;8.0056;-3.2455;-3.8957;8.394;0.2277;0.2452;-0.3884;0.0242;0.0477;0.0458;1043.0;-18.4;21.5;-32.3;68.93;23.41;21.14;2.0;56.159;19.519028;-96.91556;4325.81;0.0;9.677419;19 / 20;88.5;54.0;3.783;512066;2014-11-08 14:02:51:863
-3.2358;-3.1394;8.1864;-4.1946;-4.4165;7.6857;0.9588;1.2771;0.5006;-0.3928;0.1726;0.4184;1039.0;-18.1;25.5;-31.9;65.1;26.77;28.62;2.0;56.684;19.519028;-96.91556;4325.81;0.0;9.677419;19 / 20;88.5;54.0;3.783;512566;2014-11-08 14:02:52:363
-5.8095;-4.4873;6.4159;-4.9457;-4.4385;7.2118;-0.8639;-0.0488;-0.796;-0.2059;0.3111;0.037;1098.0;-10.5;28.7;-28.7;53.43;25.84;31.96;2.0;54.52;19.519028;-96.91556;4325.81;0.0;9.677419;19 / 20;88.5;54.0;3.783;513067;2014-11-08 14:02:52:864
-5.4983;-4.8776;5.9891;-5.8459;-5.0466;6.0439;0.3476;0.169;-0.0548;-0.0509;0.0386;-0.0056;1184.0;-5.8;32.1;-26.0;49.61;30.0;41.87;2.0;48.28;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;513567;2014-11-08 14:02:53:364
-5.8251;-5.2104;5.1673;-6.0301;-5.2008;5.7237;0.205;-0.0096;-0.5564;0.0477;0.0876;-0.0413;1179.0;-5.0;33.7;-23.8;43.51;32.08;46.4;2.0;50.982;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;514067;2014-11-08 14:02:53:864
-6.4195;-5.0949;5.6982;-6.2804;-5.4707;5.1768;-0.1391;0.3758;0.5214;0.0706;0.1462;-0.0589;1298.0;-4.2;34.1;-23.4;43.09;34.1;50.08;2.0;47.587;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;514567;2014-11-08 14:02:54:364
-6.5033;-4.5274;5.1098;-6.3725;-5.3929;5.1457;-0.1308;0.8655;-0.0359;-0.0621;0.2234;-0.0107;1192.0;-8.9;33.6;-24.3;45.44;33.36;51.08;2.0;54.036;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;515067;2014-11-08 14:02:54:864
-6.3638;-4.5029;5.5216;-6.4211;-5.1969;5.2851;0.0573;0.694;0.2365;0.1883;0.1049;-0.074;1274.0;-3.8;31.5;-27.1;50.15;32.32;50.55;2.0;53.828;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;515567;2014-11-08 14:02:55:364
-6.286;-4.637;5.3044;-6.4395;-5.0416;5.4117;0.1535;0.4046;-0.1073;0.1036;-0.0261;-0.1121;1338.0;-3.8;30.3;-28.7;54.38;30.88;50.24;2.0;49.141;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;516067;2014-11-08 14:02:55:864
-6.1669;-4.719;5.5653;-6.4615;-4.9644;5.4565;0.2947;0.2454;0.1088;0.0956;0.0652;-0.1047;1496.0;-3.6;29.5;-29.5;53.92;30.24;49.44;2.0;62.897;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;516567;2014-11-08 14:02:56:364
-6.2387;-4.795;5.217;-6.3587;-5.0847;5.4665;0.1201;0.2897;-0.2496;0.0834;0.1041;-0.1097;1369.0;-3.7;28.7;-30.3;57.38;31.23;49.31;2.0;59.781;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;517067;2014-11-08 14:02:56:864
-5.9472;-4.6005;5.5528;-6.4093;-5.0476;5.4419;0.4621;0.4471;0.1109;0.0823;0.0237;-0.0525;1389.0;-4.3;27.9;-31.5;59.9;31.31;49.63;2.0;50.451;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;517567;2014-11-08 14:02:57:364
-6.7193;-4.9518;4.9799;-6.4821;-4.8218;5.5591;-0.2372;-0.13;-0.5791;-0.1595;0.0194;0.1507;1697.0;-3.8;27.1;-32.3;61.42;29.68;49.48;2.0;55.547;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;518067;2014-11-08 14:02:57:864
-6.6625;-4.2653;5.6976;-6.1712;-4.5969;6.079;-0.4912;0.3317;-0.3814;-0.289;-0.4985;0.4408;1801.0;-4.9;28.7;-30.2;58.23;28.75;47.52;2.0;48.72;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;518567;2014-11-08 14:02:58:364
-4.7375;-5.4582;6.7295;-5.171;-5.3334;6.4021;0.4334;-0.1248;0.3274;-0.9958;-0.7806;0.269;1440.0;-4.9;36.8;-16.2;26.8;28.59;41.19;2.0;51.111;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;519067;2014-11-08 14:02:58:864
-3.8547;-6.0238;6.2088;-4.3405;-6.2639;6.172;0.4858;0.2401;0.0368;0.1984;-0.1619;0.2035;1212.0;-4.9;39.7;-6.7;15.66;39.7;35.12;2.0;52.109;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;519567;2014-11-08 14:02:59:364
-4.3287;-4.4604;6.6086;-5.1633;-5.4435;6.3149;0.8346;0.9831;0.2937;0.0045;0.1875;0.3963;1187.0;-0.6;40.1;-7.3;9.45;35.31;36.29;2.0;48.917;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;520067;2014-11-08 14:02:59:864
-5.9304;-6.3883;6.0753;-5.7291;-5.0281;6.1698;-0.2013;-1.3603;-0.0945;-1.3739;-2.0213;2.7604;848.0;3.8;39.7;-7.7;4.8;30.85;42.88;2.0;48.25;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;520567;2014-11-08 14:03:00:364
-3.8104;-5.4312;7.8129;-4.2006;-6.3263;6.2051;0.3903;0.895;1.6078;-0.9627;-1.1763;1.4469;1034.0;-10.6;37.8;-11.1;53.56;36.96;32.6;2.0;48.865;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;521068;2014-11-08 14:03:00:865
1.1504;-7.5537;5.6569;4.7619;-7.5556;4.0506;-3.6115;0.0019;1.6063;-0.7475;-0.5755;-3.0584;1209.0;-38.9;9.5;-19.6;117.43;58.21;-11.19;2.0;47.962;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;521568;2014-11-08 14:03:01:365
7.2089;-4.0857;-1.7154;8.5529;-4.6679;-1.1089;-1.3439;0.5822;-0.6065;-1.0421;-0.3862;-0.8743;535.0;-42.7;-11.0;-3.7;197.72;28.42;-97.39;2.0;47.798;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;522069;2014-11-08 14:03:01:866
6.019;-1.3587;-3.073;8.0131;-4.0142;-3.9808;-1.994;2.6555;0.9079;0.7838;-0.0274;-0.2346;230.0;-41.8;-12.3;-2.9;220.42;18.88;-114.11;2.0;50.351;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;522569;2014-11-08 14:03:02:366
4.7034;-5.2379;-2.2314;6.7159;-6.2082;-3.5391;-2.0125;0.9703;1.3077;0.4732;-0.1169;1.1755;225.0;-43.1;-1.4;3.7;212.38;39.28;-117.79;2.0;49.803;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;523069;2014-11-08 14:03:02:866
-5.5366;-8.3947;3.4105;0.083;-9.8062;0.0478;-5.6196;1.4115;3.3627;2.5574;-0.853;2.5457;457.0;-34.3;23.1;9.2;204.65;68.16;-122.0;2.0;46.754;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;523569;2014-11-08 14:03:03:366
-1.5957;-6.6667;0.6572;-1.6865;-8.6567;4.2881;0.0908;1.99;-3.6309;-0.0557;0.5491;0.3659;1278.0;7.8;11.9;-39.2;166.74;61.97;21.47;2.0;49.038;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;524069;2014-11-08 14:03:03:866
-5.1595;-1.6167;6.7546;-4.3042;-5.6352;6.7741;-0.8553;4.0185;-0.0195;0.6911;0.453;-0.6546;1305.0;-25.7;29.3;-17.7;53.93;35.07;32.43;2.0;60.476;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;524569;2014-11-08 14:03:04:366
-3.0167;-5.0589;7.8021;-3.2428;-5.7767;7.2308;0.2261;0.7177;0.5713;-0.2085;0.0493;0.6554;1366.0;-17.1;31.0;-22.2;55.31;36.91;24.73;2.0;47.634;19.519022;-96.91555;4329.03;0.0;9.677419;19 / 20;88.5;54.0;3.783;525069;2014-11-08 14:03:04:866
-3.1969;-5.3876;6.9528;-3.2806;-5.5848;7.3633;0.0838;0.1973;-0.4105;-0.3124;-0.3204;0.3944;1273.0;-14.0;33.1;-22.1;48.96;34.71;24.01;2.0;48.092;19.519022;-96.91555;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;525569;2014-11-08 14:03:05:366
-2.663;-6.0196;6.951;-3.1326;-6.6634;6.4773;0.4697;0.6438;0.4736;-0.4205;-0.2522;0.187;1306.0;-13.6;37.7;-11.2;33.66;41.05;25.4;2.0;58.431;19.519022;-96.91555;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;526070;2014-11-08 14:03:05:867
-3.1633;-5.0823;6.5446;-2.783;-6.3274;6.9563;-0.3804;1.2451;-0.4117;0.2511;0.1718;0.3422;1297.0;-12.5;39.9;-8.8;28.47;42.94;23.3;2.0;51.457;19.519022;-96.91555;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;526571;2014-11-08 14:03:06:368
-3.8918;-5.3175;6.7576;-4.0465;-4.3237;7.8167;0.1548;-0.9938;-1.0591;-0.0727;0.3185;0.0818;1633.0;-3.0;37.3;-18.4;22.23;26.16;27.37;2.0;49.668;19.519022;-96.91555;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;527071;2014-11-08 14:03:06:868
-5.861;-4.8872;6.6792;-4.8411;-5.0467;6.875;-1.0199;0.1595;-0.1958;-0.4669;0.5161;0.3577;1604.0;-2.0;38.1;-14.6;20.92;30.97;35.15;2.0;47.821;19.519022;-96.91555;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;527571;2014-11-08 14:03:07:368
-7.5405;-5.278;5.9215;-4.3127;-5.3865;6.9682;-3.2278;0.1085;-1.0468;1.0496;-0.1875;-1.184;1684.0;-6.7;38.9;-14.7;26.64;33.32;31.75;2.0;49.528;19.519022;-96.91555;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;528072;2014-11-08 14:03:07:869
-3.1621;-3.2651;7.7159;-4.7973;-5.3496;6.6737;1.6352;2.0845;1.0423;0.1494;0.591;-0.1166;1724.0;-12.5;31.6;-24.5;49.72;32.66;32.89;2.0;51.617;19.519022;-96.91555;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;528573;2014-11-08 14:03:08:370
-4.771;-5.7856;9.4882;-4.7068;-4.0528;7.5889;-0.0643;-1.7328;1.8993;1.4762;-0.1033;-0.4645;1631.0;-10.2;27.8;-30.3;58.81;28.95;34.28;2.0;50.846;19.519022;-96.91555;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;529073;2014-11-08 14:03:08:870
-5.5168;-3.4363;9.5624;-4.2677;-4.1901;7.7717;-1.2491;0.7539;1.7907;-0.4019;0.4218;-1.5638;1366.0;-19.6;16.7;-37.2;71.1;12.58;27.01;2.0;49.38;19.519028;-96.91555;4332.26;0.9;12.903226;20 / 20;88.5;54.0;3.783;529573;2014-11-08 14:03:09:370
-1.6053;-4.9949;7.6944;-3.5619;-5.415;7.3594;1.9566;0.4201;0.3349;0.1782;0.2384;-0.6706;1236.0;-14.0;11.2;-39.3;103.02;33.52;25.83;2.0;47.646;19.519028;-96.91555;4332.26;0.9;12.903226;20 / 20;88.5;54.0;3.783;530074;2014-11-08 14:03:09:871
-3.2663;-5.0003;7.0713;-3.2326;-4.8713;7.8734;-0.0336;-0.129;-0.8021;0.2645;0.3169;-0.3236;1223.0;-10.7;3.0;-41.3;118.81;29.78;22.32;2.0;49.838;19.519028;-96.91555;4332.26;0.9;12.903226;20 / 20;88.5;54.0;3.783;530574;2014-11-08 14:03:10:371
-3.787;-4.8548;7.1796;-3.9205;-4.5246;7.7671;0.1335;-0.3303;-0.5875;0.282;0.4274;-0.3124;1194.0;-3.4;-0.2;-42.5;127.66;27.48;26.78;2.0;51.08;19.519028;-96.91555;4332.26;0.9;12.903226;20 / 20;88.5;54.0;3.783;531074;2014-11-08 14:03:10:871
-4.4299;-4.3562;7.2963;-4.2158;-4.6603;7.5286;-0.2141;0.304;-0.2322;0.1324;-0.0858;0.0157;1128.0;0.3;-2.3;-42.5;131.91;28.6;30.42;2.0;50.699;19.519035;-96.91556;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;531575;2014-11-08 14:03:11:372
-3.8337;-4.4742;7.6746;-4.2612;-4.5434;7.5743;0.4275;0.0692;0.1003;-0.0413;-0.0383;0.0631;1164.0;-1.0;-2.7;-42.1;131.92;27.35;29.34;2.0;50.609;19.519035;-96.91556;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;532076;2014-11-08 14:03:11:873
-3.8732;-4.4712;7.2059;-4.196;-4.0826;7.8674;0.3228;-0.3886;-0.6614;0.1297;-0.0381;0.0463;1193.0;-2.2;-2.3;-42.1;129.5;27.25;28.89;2.0;47.657;19.519035;-96.91556;4329.03;0.0;9.677419;19 / 19;88.5;54.0;3.783;532576;2014-11-08 14:03:12:373
-3.9678;-4.1797;7.5226;-4.2112;-4.1151;7.8423;0.2434;-0.0646;-0.3198;0.0466;0.0312;-0.0429;1194.0;-2.7;-3.5;-42.5;128.1;24.81;28.24;2.0;49.761;19.519035;-96.91556;4329.03;0.0;9.677419;19 / 19;88.5;54.0;3.783;533076;2014-11-08 14:03:12:873
-4.0438;-4.2605;7.4939;-4.2235;-4.1425;7.8212;0.1797;-0.118;-0.3274;-0.0471;0.0186;-0.0053;1190.0;-2.2;-3.1;-42.3;129.54;24.99;28.37;2.0;48.81;19.519045;-96.91556;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;533577;2014-11-08 14:03:13:374
-4.0342;-4.2503;7.4532;-4.2549;-4.191;7.7783;0.2207;-0.0593;-0.3251;0.0381;0.0434;-0.0391;1192.0;-2.3;-3.3;-42.5;129.5;25.21;28.59;2.0;46.482;19.519045;-96.91556;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;534077;2014-11-08 14:03:13:874
-4.0199;-4.2114;7.5639;-4.261;-4.2171;7.7608;0.2412;0.0057;-0.1969;0.0413;-0.0048;-0.0232;1186.0;-2.0;-2.9;-42.1;129.4;25.35;28.8;2.0;49.218;19.519045;-96.91556;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;534577;2014-11-08 14:03:14:374
-4.1336;-4.3239;7.4675;-4.2558;-4.2219;7.7611;0.1222;-0.102;-0.2936;0.0077;0.0338;-0.0077;1187.0;-2.0;-3.3;-42.9;129.56;25.43;28.68;2.0;48.793;19.519045;-96.91556;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;535077;2014-11-08 14:03:14:874
-4.0971;-4.145;7.7877;-4.2993;-4.3478;7.6671;0.2022;0.2028;0.1207;0.0391;-0.0447;0.0011;1172.0;-1.9;-2.9;-42.5;129.59;26.5;29.52;2.0;48.692;19.519045;-96.91556;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;535578;2014-11-08 14:03:15:375
-3.9175;-4.3509;7.58;-4.1292;-4.1363;7.8747;0.2116;-0.2146;-0.2947;0.0706;0.0226;-0.0325;1171.0;-3.3;-2.8;-42.5;128.81;24.95;27.67;2.0;50.084;19.519045;-96.91556;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;536078;2014-11-08 14:03:15:875
-3.7523;-4.2276;7.6136;-4.1264;-4.2206;7.8313;0.3741;-0.0069;-0.2177;-0.0115;0.0698;-0.0634;1170.0;-3.3;-2.8;-42.1;128.94;25.24;27.78;2.0;50.73;19.519045;-96.91556;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;536578;2014-11-08 14:03:16:375
-3.9971;-4.2449;7.3939;-4.0849;-4.2263;7.85;0.0878;-0.0186;-0.4561;-0.1824;0.0181;0.1332;1184.0;-3.3;-2.8;-42.1;129.49;25.53;27.49;2.0;51.265;19.519045;-96.91556;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;537078;2014-11-08 14:03:16:875
-3.9247;-4.2988;7.5471;-4.1398;-4.1465;7.8638;0.2151;-0.1523;-0.3167;-0.0807;0.11;0.0194;1199.0;-4.2;-2.4;-42.1;126.65;24.81;26.87;2.0;51.385;19.519045;-96.91556;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;537578;2014-11-08 14:03:17:375
-4.1067;-4.294;7.2808;-3.8859;-4.2064;7.9609;-0.2207;-0.0876;-0.6801;-0.2362;-0.1169;0.0985;1228.0;-5.3;-2.4;-42.5;126.66;25.4;26.02;2.0;57.581;19.519045;-96.91556;4329.03;0.0;9.677419;20 / 20;88.5;54.0;3.783;538078;2014-11-08 14:03:17:875
-2.657;-5.378;7.5058;-3.6666;-5.7481;7.0488;1.0096;0.3701;0.457;-0.371;0.1872;-0.2706;1185.0;-6.6;1.8;-42.5;123.14;32.18;27.04;2.0;52.571;19.519049;-96.91556;4319.35;0.0;12.903226;20 / 20;88.5;54.0;3.783;538578;2014-11-08 14:03:18:375
-2.5905;-5.7347;6.4841;-3.4733;-5.4152;7.4015;0.8828;-0.3195;-0.9174;0.1148;0.3478;0.0644;1217.0;-4.4;1.5;-42.1;130.48;34.47;23.49;2.0;51.758;19.519049;-96.91556;4319.35;0.0;12.903226;20 / 20;88.5;54.0;3.783;539078;2014-11-08 14:03:18:875
-5.6928;-3.2268;6.447;-4.1943;-4.4743;7.6524;-1.4985;1.2475;-1.2054;0.2511;0.4029;-0.461;1333.0;3.9;-5.8;-42.1;144.07;27.15;28.73;2.0;54.381;19.519049;-96.91556;4319.35;0.0;12.903226;20 / 20;88.5;54.0;3.783;539579;2014-11-08 14:03:19:376
-4.197;-3.7409;7.6585;-4.8067;-3.971;7.5695;0.6096;0.2301;0.089;-0.1643;-0.1177;-0.0535;1403.0;7.5;-8.6;-40.0;147.02;23.82;33.28;2.0;53.551;19.519049;-96.91556;4319.35;0.0;12.903226;20 / 20;88.5;54.0;3.783;540079;2014-11-08 14:03:19:876
-6.0855;-6.3357;5.0643;-3.5602;-3.8706;8.2773;-2.5253;-2.4651;-3.213;-0.6336;0.1467;0.1366;1438.0;5.1;-9.0;-40.0;154.54;23.25;23.27;2.0;55.406;19.519049;-96.91556;4319.35;0.0;12.903226;20 / 20;88.5;54.0;3.783;540579;2014-11-08 14:03:20:376
-2.7683;-4.3658;7.2736;-3.6892;-4.8361;7.6924;0.9209;0.4703;-0.4188;-0.1691;-0.1172;0.3507;1390.0;5.4;-6.0;-41.0;151.4;30.54;26.21;2.0;54.466;19.519049;-96.91556;4319.35;0.0;12.903226;20 / 20;88.5;54.0;3.783;541079;2014-11-08 14:03:20:876
-4.4873;-4.2473;7.999;-4.117;-4.4213;7.7248;-0.3704;0.174;0.2742;0.0226;0.1451;-0.074;1464.0;2.6;-5.5;-41.4;142.15;26.8;28.06;2.0;56.564;19.519049;-96.91556;4319.35;0.0;12.903226;20 / 20;88.5;54.0;3.783;541579;2014-11-08 14:03:21:376
-3.9313;-4.2132;7.5567;-4.726;-3.9313;7.6406;0.7948;-0.2818;-0.0839;0.1569;0.1758;0.0035;1484.0;5.9;-8.0;-40.6;143.89;23.63;31.74;2.0;57.052;19.519049;-96.91556;4319.35;0.0;12.903226;20 / 20;88.5;54.0;3.783;542080;2014-11-08 14:03:21:877
-1.8453;-4.0145;7.5328;-4.0437;-4.9539;7.4349;2.1984;0.9395;0.0979;0.3454;-0.3774;-0.0258;1480.0;6.7;-5.5;-40.2;151.38;30.34;28.54;2.0;57.399;19.519049;-96.91556;4319.35;0.0;12.903226;20 / 20;88.5;54.0;3.783;542581;2014-11-08 14:03:22:378
-3.4506;-5.2116;6.9689;-3.4163;-4.853;7.8069;-0.0343;-0.3586;-0.838;-0.2735;-0.1997;0.5169;1513.0;-1.5;-4.7;-41.8;142.56;29.66;23.63;2.0;56.05;19.519049;-96.91556;4319.35;0.0;12.903226;20 / 20;88.5;54.0;3.783;543082;2014-11-08 14:03:22:879
